AIRPORT369,AIRPORT369,"Bielefeld Airport","Bielefeld","Germany",null,"EDLI"
AIRPORT368,AIRPORT368,"Essen Mulheim Airport","Essen","Germany","ESS","EDLE"
AIRPORT367,AIRPORT367,"Arnsberg-Menden Airport","Arnsberg","Germany","ZCA","EDLA"
AIRPORT366,AIRPORT366,"Meinerzhagen Airport","Meinerzhagen","Germany",null,"EDKZ"
AIRPORT365,AIRPORT365,"Flugplatz Dahlemer Binz","Dahlemer Binz","Germany",null,"EDKV"
AIRPORT364,AIRPORT364,"Lübeck Blankensee Airport","Luebeck","Germany","LBC","EDHL"
AIRPORT363,AIRPORT363,"Kiel-Holtenau Airport","Kiel","Germany","KEL","EDHK"
AIRPORT362,AIRPORT362,"Hamburg-Finkenwerder Airport","Hamburg","Germany","XFW","EDHI"
AIRPORT361,AIRPORT361,"Siegerland Airport","Siegerland","Germany",null,"EDGS"
AIRPORT360,AIRPORT360,"Eisenach-Kindel Airport","Eisenach","Germany",null,"EDGE"
AIRPORT3109,AIRPORT3109,"Fursatganj Airport","Raibarelli","India",null,"VIRB"
AIRPORT3108,AIRPORT3108,"Pantnagar Airport","Nainital","India","PGH","VIPT"
AIRPORT3107,AIRPORT3107,"Patiala Airport","Patiala","India",null,"VIPL"
AIRPORT3105,AIRPORT3105,"Chaudhary Charan Singh International Airport","Lucknow","India","LKO","VILK"
AIRPORT3104,AIRPORT3104,"Leh Kushok Bakula Rimpochee Airport","Leh","India","IXL","VILH"
AIRPORT3103,AIRPORT3103,"Ludhiana Airport","Ludhiaha","India","LUH","VILD"
AIRPORT3102,AIRPORT3102,"Kota Airport","Kota","India","KTU","VIKO"
AIRPORT3101,AIRPORT3101,"Kanpur Airport","Kanpur","India","KNU","VIKA"
AIRPORT3100,AIRPORT3100,"Jammu Airport","Jammu","India","IXJ","VIJU"
AIRPORT359,AIRPORT359,"Mainz-Finthen Airport","Mainz","Germany",null,"EDFZ"
AIRPORT358,AIRPORT358,"Worms Airport","Worms","Germany",null,"EDFV"
AIRPORT357,AIRPORT357,"Allendorf/Eder Airport","Allendorf","Germany",null,"EDFQ"
AIRPORT356,AIRPORT356,"Mannheim-City Airport","Mannheim","Germany","MHG","EDFM"
AIRPORT355,AIRPORT355,"Frankfurt-Hahn Airport","Hahn","Germany","HHN","EDFH"
AIRPORT354,AIRPORT354,"Frankfurt-Egelsbach Airport","Egelsbach","Germany","QEF","EDFE"
AIRPORT353,AIRPORT353,"Bremen Airport","Bremen","Germany","BRE","EDDW"
AIRPORT352,AIRPORT352,"Hannover Airport","Hannover","Germany","HAJ","EDDV"
AIRPORT351,AIRPORT351,"Berlin-Tegel International Airport","Berlin","Germany","TXL","EDDT"
AIRPORT350,AIRPORT350,"Stuttgart Airport","Stuttgart","Germany","STR","EDDS"
AIRPORT349,AIRPORT349,"Saarbrücken Airport","Saarbruecken","Germany","SCN","EDDR"
AIRPORT348,AIRPORT348,"Leipzig Halle Airport","Leipzig","Germany","LEJ","EDDP"
AIRPORT347,AIRPORT347,"Nuremberg Airport","Nuernberg","Germany","NUE","EDDN"
AIRPORT346,AIRPORT346,"Munich International Airport","Munich","Germany","MUC","EDDM"
AIRPORT345,AIRPORT345,"Düsseldorf International Airport","Duesseldorf","Germany","DUS","EDDL"
AIRPORT344,AIRPORT344,"Cologne Bonn Airport","Cologne","Germany","CGN","EDDK"
AIRPORT343,AIRPORT343,"Berlin-Tempelhof International Airport","Berlin","Germany","THF","EDDI"
AIRPORT342,AIRPORT342,"Hamburg Airport","Hamburg","Germany","HAM","EDDH"
AIRPORT341,AIRPORT341,"Münster Osnabrück Airport","Munster","Germany","FMO","EDDG"
AIRPORT340,AIRPORT340,"Frankfurt am Main International Airport","Frankfurt","Germany","FRA","EDDF"
AIRPORT339,AIRPORT339,"Erfurt Airport","Erfurt","Germany","ERF","EDDE"
AIRPORT338,AIRPORT338,"Dresden Airport","Dresden","Germany","DRS","EDDC"
AIRPORT337,AIRPORT337,"Berlin-Schönefeld International Airport","Berlin","Germany","SXF","EDDB"
AIRPORT336,AIRPORT336,"Kamenz Airport","Kamenz","Germany",null,"EDCM"
AIRPORT335,AIRPORT335,"Cottbus-Drewitz Airport","Cottbus","Germany",null,"EDCD"
AIRPORT334,AIRPORT334,"Anklam Airport","Anklam","Germany",null,"EDCA"
AIRPORT333,AIRPORT333,"Rothenburg/Görlitz Airport","Rothenburg/ol","Germany",null,"EDBR"
AIRPORT332,AIRPORT332,"Magdeburg \"City\" Airport","Magdeburg","Germany",null,"EDBM"
AIRPORT331,AIRPORT331,"Kyritz Airport","Kyritz","Germany",null,"EDBK"
AIRPORT330,AIRPORT330,"Jena-Schöngleina Airport","Jena","Germany",null,"EDBJ"
AIRPORT329,AIRPORT329,"Barth Airport","Barth","Germany","BBH","EDBH"
AIRPORT328,AIRPORT328,"Schönhagen Airport","Schoenhagen","Germany",null,"EDAZ"
AIRPORT327,AIRPORT327,"Strausberg Airport","Strausberg","Germany",null,"EDAY"
AIRPORT326,AIRPORT326,"Rechlin-Lärz Airport","Rechlin-laerz","Germany",null,"EDAX"
AIRPORT325,AIRPORT325,"Riesa-Göhlis Airport","Riesa","Germany",null,"EDAU"
AIRPORT324,AIRPORT324,"Halle-Oppin Airport","Halle","Germany",null,"EDAQ"
AIRPORT323,AIRPORT323,"Merseburg Airport","Muehlhausen","Germany",null,"EDAM"
AIRPORT322,AIRPORT322,"Großenhain Airport","Suhl","Germany",null,"EDAK"
AIRPORT320,AIRPORT320,"Eisenhüttenstadt Airport","Eisenhuettenstadt","Germany",null,"EDAE"
AIRPORT2699,AIRPORT2699,"Silvio Pettirossi International Airport","Asuncion","Paraguay","ASU","SGAS"
AIRPORT319,AIRPORT319,"Dessau Airport","Dessau","Germany",null,"EDAD"
AIRPORT2697,AIRPORT2697,"Teniente Coronel Luis a Mantilla Airport","Tulcan","Ecuador","TUA","SETU"
AIRPORT318,AIRPORT318,"Altenburg-Nobitz Airport","Altenburg","Germany","AOC","EDAC"
AIRPORT2696,AIRPORT2696,"Tarapoa Airport","Tarapoa","Ecuador","TPC","SETR"
AIRPORT317,AIRPORT317,"Bautzen Airport","Bautzen","Germany",null,"EDAB"
AIRPORT2695,AIRPORT2695,"Mayor Galo Torres Airport","Tena","Ecuador",null,"SETE"
AIRPORT316,AIRPORT316,"Oostmalle Air Base","Zoersel","Belgium",null,"EBZR"
AIRPORT2694,AIRPORT2694,"Taura Airport","Taura","Ecuador",null,"SETA"
AIRPORT315,AIRPORT315,"Weelde Air Base","Weelde","Belgium",null,"EBWE"
AIRPORT314,AIRPORT314,"Ursel Air Base","Ursel","Belgium",null,"EBUL"
AIRPORT2692,AIRPORT2692,"Santo Domingo de Los Colorados Airport","Santo Domingo","Ecuador",null,"SESD"
AIRPORT313,AIRPORT313,"Saint Hubert Air Base","St.-hubert","Belgium",null,"EBSU"
AIRPORT2691,AIRPORT2691,"General Ulpiano Paez Airport","Salinas","Ecuador","SNC","SESA"
AIRPORT312,AIRPORT312,"Limburg Regional Airport","Sint-truiden","Belgium",null,"EBST"
AIRPORT2690,AIRPORT2690,"Santa Rosa International Airport","Santa Rosa","Ecuador","ETR","SERO"
AIRPORT311,AIRPORT311,"Zutendaal Air Base","Zutendaal","Belgium",null,"EBSL"
AIRPORT310,AIRPORT310,"Ostend-Bruges International Airport","Ostend","Belgium","OST","EBOS"
AIRPORT2689,AIRPORT2689,"Chimborazo Airport","Riobamba","Ecuador",null,"SERB"
AIRPORT2688,AIRPORT2688,"Mariscal Sucre International Airport","Quito","Ecuador","UIO","SEQM"
AIRPORT309,AIRPORT309,"Liège Airport","Liege","Belgium","LGG","EBLG"
AIRPORT2687,AIRPORT2687,"Quevedo Airport","Quevedo","Ecuador",null,"SEQE"
AIRPORT308,AIRPORT308,"Wevelgem Airport","Kortrijk-vevelgem","Belgium","QKT","EBKT"
AIRPORT2686,AIRPORT2686,"Reales Tamarindos Airport","Portoviejo","Ecuador","PVO","SEPV"
AIRPORT307,AIRPORT307,"Florennes Air Base","Florennes","Belgium",null,"EBFS"
AIRPORT2685,AIRPORT2685,"Amable Calle Gutierrez Airport","Pasaje","Ecuador",null,"SEPS"
AIRPORT306,AIRPORT306,"Koksijde Air Base","Koksijde","Belgium",null,"EBFN"
AIRPORT2684,AIRPORT2684,"Maragrosa Airport","Maragrosa","Ecuador",null,"SEMX"
AIRPORT305,AIRPORT305,"Chièvres Air Base","Chievres","Belgium",null,"EBCV"
AIRPORT2683,AIRPORT2683,"Eloy Alfaro International Airport","Manta","Ecuador","MEC","SEMT"
AIRPORT304,AIRPORT304,"Brussels South Charleroi Airport","Charleroi","Belgium","CRL","EBCI"
AIRPORT2682,AIRPORT2682,"El Carmen Airport","Montalvo","Ecuador",null,"SEMO"
AIRPORT303,AIRPORT303,"Jehonville Air Base","Bertrix","Belgium",null,"EBBX"
AIRPORT2681,AIRPORT2681,"General Manuel Serrano Airport","Machala","Ecuador","MCH","SEMH"
AIRPORT302,AIRPORT302,"Brussels Airport","Brussels","Belgium","BRU","EBBR"
AIRPORT2680,AIRPORT2680,"Coronel E Carvajal Airport","Macas","Ecuador","XMS","SEMC"
AIRPORT301,AIRPORT301,"Kleine Brogel Air Base","Kleine Brogel","Belgium",null,"EBBL"
AIRPORT300,AIRPORT300,"Beauvechain Air Base","Beauvechain","Belgium",null,"EBBE"
AIRPORT2679,AIRPORT2679,"Jose Maria Velasco Ibarra Airport","Macara","Ecuador",null,"SEMA"
AIRPORT2678,AIRPORT2678,"Cotopaxi International Airport","Latacunga","Ecuador","LTX","SELT"
AIRPORT2677,AIRPORT2677,"Hacienda La Julia Airport","La Julia","Ecuador",null,"SELJ"
AIRPORT2676,AIRPORT2676,"Km 192 Airport","Km-192","Ecuador",null,"SEKK"
AIRPORT2675,AIRPORT2675,"Atahualpa Airport","Ibarra","Ecuador",null,"SEIB"
AIRPORT2674,AIRPORT2674,"Gualaquiza Airport","Gualaquiza","Ecuador",null,"SEGZ"
AIRPORT2673,AIRPORT2673,"José Joaquín de Olmedo International Airport","Guayaquil","Ecuador","GYE","SEGU"
AIRPORT2672,AIRPORT2672,"Seymour Airport","Galapagos","Ecuador","GPS","SEGS"
AIRPORT2671,AIRPORT2671,"Mariscal Lamar Airport","Cuenca","Ecuador","CUE","SECU"
AIRPORT2670,AIRPORT2670,"Francisco De Orellana Airport","Coca","Ecuador","OCC","SECO"
AIRPORT2669,AIRPORT2669,"Hacienda Clementina Airport","Clementia","Ecuador",null,"SECM"
AIRPORT2668,AIRPORT2668,"Chachoán Airport","Ambato","Ecuador","ATF","SEAM"
AIRPORT2667,AIRPORT2667,"Pichoy Airport","Valdivia","Chile","ZAL","SCVD"
AIRPORT2666,AIRPORT2666,"Chaitén Airport","Chaiten","Chile","WCH","SCTN"
AIRPORT2665,AIRPORT2665,"El Tepual Airport","Puerto Montt","Chile","PMC","SCTE"
AIRPORT2664,AIRPORT2664,"Maquehue Airport","Temuco","Chile","ZCO","SCTC"
AIRPORT2663,AIRPORT2663,"Eulogio Sánchez Airport","Santiago","Chile",null,"SCTB"
AIRPORT2662,AIRPORT2662,"La Florida Airport","La Serena","Chile","LSC","SCSE"
AIRPORT2661,AIRPORT2661,"Teniente Rodolfo Marsh Martin Base","Isla Rey Jorge","Antarctica",null,"SCRM"
AIRPORT2660,AIRPORT2660,"De La Independencia Airport","Rancagua","Chile",null,"SCRG"
AIRPORT2659,AIRPORT2659,"Vallenar Airport","Vallenar","Chile",null,"SCLL"
AIRPORT2658,AIRPORT2658,"Cañal Bajo Carlos - Hott Siebert Airport","Osorno","Chile","ZOS","SCJO"
AIRPORT2657,AIRPORT2657,"Mataveri Airport","Easter Island","Chile","IPC","SCIP"
AIRPORT2656,AIRPORT2656,"Carriel Sur Airport","Concepcion","Chile","CCP","SCIE"
AIRPORT2655,AIRPORT2655,"Guardiamarina Zañartu Airport","Puerto Williams","Chile","WPU","SCGZ"
AIRPORT2654,AIRPORT2654,"María Dolores Airport","Los Angeles","Chile","LSQ","SCGE"
AIRPORT2653,AIRPORT2653,"Futaleufú Airport","Futaleufu","Chile",null,"SCFT"
AIRPORT2652,AIRPORT2652,"Capitan Fuentes Martinez Airport Airport","Porvenir","Chile","WPR","SCFM"
AIRPORT2651,AIRPORT2651,"Cerro Moreno Airport","Antofagasta","Chile","ANF","SCFA"
AIRPORT2650,AIRPORT2650,"Comodoro Arturo Merino Benítez International Airport","Santiago","Chile","SCL","SCEL"
AIRPORT2649,AIRPORT2649,"Diego Aracena Airport","Iquique","Chile","IQQ","SCDA"
AIRPORT2648,AIRPORT2648,"Teniente Vidal Airport","Coyhaique","Chile","GXQ","SCCY"
AIRPORT2647,AIRPORT2647,"Pdte. carlos Ibañez del Campo Airport","Punta Arenas","Chile","PUQ","SCCI"
AIRPORT2646,AIRPORT2646,"Gral. Bernardo O´Higgins Airport","Chillan","Chile",null,"SCCH"
AIRPORT2645,AIRPORT2645,"El Loa Airport","Calama","Chile","CJC","SCCF"
AIRPORT2644,AIRPORT2644,"Chile Chico Airport","Chile Chico","Chile","CCH","SCCC"
AIRPORT2643,AIRPORT2643,"El Bosque Airport","Santiago","Chile",null,"SCBQ"
AIRPORT2642,AIRPORT2642,"Balmaceda Airport","Balmaceda","Chile","BBA","SCBA"
AIRPORT2641,AIRPORT2641,"Chacalluta Airport","Arica","Chile","ARI","SCAR"
AIRPORT2640,AIRPORT2640,"Campo Fontenelle Airport","Piracununga","Brazil","QPS","SBYS"
AIRPORT2639,AIRPORT2639,"Iauaretê Airport","Iauarete","Brazil",null,"SBYA"
AIRPORT2638,AIRPORT2638,"Eurico de Aguiar Salles Airport","Vitoria","Brazil","VIX","SBVT"
AIRPORT2637,AIRPORT2637,"Brigadeiro Camarão Airport","Vilhena","Brazil","BVH","SBVH"
AIRPORT2636,AIRPORT2636,"Major Brigadeiro Trompowsky Airport","Varginha","Brazil","VAG","SBVG"
AIRPORT2635,AIRPORT2635,"Mário de Almeida Franco Airport","Uberaba","Brazil","UBA","SBUR"
AIRPORT2633,AIRPORT2633,"Ten. Cel. Aviador César Bombonato Airport","Uberlandia","Brazil","UDI","SBUL"
AIRPORT2632,AIRPORT2632,"Rubem Berta Airport","Uruguaiana","Brazil","URG","SBUG"
AIRPORT2631,AIRPORT2631,"Paulo Afonso Airport","Paulo Alfonso","Brazil","PAV","SBUF"
AIRPORT2630,AIRPORT2630,"São Gabriel da Cachoeira Airport","Sao Gabriel","Brazil","SJL","SBUA"
AIRPORT2629,AIRPORT2629,"Tucuruí Airport","Tucurui","Brazil","TUR","SBTU"
AIRPORT2628,AIRPORT2628,"Tabatinga Airport","Tabatinga","Brazil","TBT","SBTT"
AIRPORT2627,AIRPORT2627,"Tiriós Airport","Obidos Tirios","Brazil",null,"SBTS"
AIRPORT2626,AIRPORT2626,"Telêmaco Borba Airport","Telemaco Borba","Brazil",null,"SBTL"
AIRPORT2625,AIRPORT2625,"Tarauacá Airport","Tarauaca","Brazil",null,"SBTK"
AIRPORT2624,AIRPORT2624,"Tefé Airport","Tefe","Brazil","TFF","SBTF"
AIRPORT2623,AIRPORT2623,"Senador Petrônio Portela Airport","Teresina","Brazil","THE","SBTE"
AIRPORT2622,AIRPORT2622,"Trombetas Airport","Oriximina","Brazil","TMT","SBTB"
AIRPORT2621,AIRPORT2621,"Deputado Luiz Eduardo Magalhães International Airport","Salvador","Brazil","SSA","SBSV"
AIRPORT2620,AIRPORT2620,"Base Aérea de Santos Airport","Santos","Brazil","SSZ","SBST"
AIRPORT2619,AIRPORT2619,"Prof. Eribelto Manoel Reino State Airport","Sao Jose Do Rio Preto","Brazil","SJP","SBSR"
AIRPORT2618,AIRPORT2618,"Congonhas Airport","Sao Paulo","Brazil","CGH","SBSP"
AIRPORT2616,AIRPORT2616,"Marechal Cunha Machado International Airport","Sao Luis","Brazil","SLZ","SBSL"
AIRPORT2615,AIRPORT2615,"Professor Urbano Ernesto Stumpf Airport","Sao Jose Dos Campos","Brazil","SJK","SBSJ"
AIRPORT2614,AIRPORT2614,"Santa Cruz Airport","Rio De Janeiro","Brazil","STU","SBSC"
AIRPORT2613,AIRPORT2613,"Leite Lopes Airport","Ribeirao Preto","Brazil","RAO","SBRP"
AIRPORT2612,AIRPORT2612,"Santos Dumont Airport","Rio De Janeiro","Brazil","SDU","SBRJ"
AIRPORT2610,AIRPORT2610,"Guararapes - Gilberto Freyre International Airport","Recife","Brazil","REC","SBRF"
AIRPORT2609,AIRPORT2609,"Plácido de Castro Airport","Rio Branco","Brazil","RBR","SBRB"
AIRPORT2607,AIRPORT2607,"Governador Jorge Teixeira de Oliveira Airport","Porto Velho","Brazil","PVH","SBPV"
AIRPORT2606,AIRPORT2606,"Ponta Porã Airport","Ponta Pora","Brazil","PMG","SBPP"
AIRPORT2605,AIRPORT2605,"Porto Nacional Airport","Porto Nacional","Brazil","PNB","SBPN"
AIRPORT2604,AIRPORT2604,"Senador Nilo Coelho Airport","Petrolina","Brazil","PNZ","SBPL"
AIRPORT2603,AIRPORT2603,"João Simões Lopes Neto International Airport","Pelotas","Brazil","PET","SBPK"
AIRPORT2602,AIRPORT2602,"Lauro Kurtz Airport","Passo Fundo","Brazil","PFB","SBPF"
AIRPORT2601,AIRPORT2601,"Poços de Caldas - Embaixador Walther Moreira Salles Airport","Pocos De Caldas","Brazil","POO","SBPC"
AIRPORT2600,AIRPORT2600,"Prefeito Doutor João Silva Filho Airport","Parnaiba","Brazil",null,"SBPB"
AIRPORT7499,AIRPORT7499,"Tarin Kowt Airport","Tarin Kowt","Afghanistan","TII","OATN"
AIRPORT7498,AIRPORT7498,"Tresco Heliport","Tresco","United Kingdom","TSO","EGHT"
AIRPORT7497,AIRPORT7497,"Fulton County Airport Brown Field","Atlanta","United States","FTY","KFTY"
AIRPORT7496,AIRPORT7496,"Cecil Airport","Jacksonville","United States",null,"KVQQ"
AIRPORT7495,AIRPORT7495,"Allegheny County Airport","Pittsburgh","United States","AGC","KAGC"
AIRPORT7494,AIRPORT7494,"Rock Hill - York County Airport","Rock Hill","United States","RKH","KUZA"
AIRPORT7492,AIRPORT7492,"Colonsay Airstrip","Colonsay","United Kingdom","CSA","EGEY"
AIRPORT7490,AIRPORT7490,"Al Najaf International Airport","Najaf","Iraq","NJF","ORNI"
AIRPORT7489,AIRPORT7489,"Ciudad Real Central Airport","Ciudad Real","Spain","CQM","LERL"
AIRPORT7488,AIRPORT7488,"Huesca/Pirineos Airport","Huesca","Spain","HSK","LEHC"
AIRPORT7487,AIRPORT7487,"Biysk Airport","Biysk","Russia",null,"UNBI"
AIRPORT7486,AIRPORT7486,"Baykit Airport","Baykit","Russia",null,"UNIB"
AIRPORT7485,AIRPORT7485,"Uktus Airport","Yekaterinburg","Russia",null,"USSK"
AIRPORT7484,AIRPORT7484,"Aykhal Airport","Aykhal","Russia",null,"UERA"
AIRPORT7483,AIRPORT7483,"Vanavara Airport","Vanavara","Russia",null,"UNIW"
AIRPORT7481,AIRPORT7481,"Nizhneangarsk Airport","Nizhneangarsk","Russia",null,"UIUN"
AIRPORT7480,AIRPORT7480,"Leshukonskoye Airport","Arkhangelsk","Russia","LDG","ULAL"
AIRPORT7476,AIRPORT7476,"Saskylakh Airport","Saskylakh","Russia",null,"UERS"
AIRPORT7475,AIRPORT7475,"Olenyok Airport","Olenyok","Russia",null,"UERO"
AIRPORT7474,AIRPORT7474,"Severo-Evensk Airport","Evensk","Russia",null,"UHMW"
AIRPORT7473,AIRPORT7473,"Vologda Airport","Vologda","Russia","VGD","ULWW"
AIRPORT7472,AIRPORT7472,"Qurghonteppa International Airport","Kurgan Tyube","Tajikistan",null,"UTDT"
AIRPORT7470,AIRPORT7470,"Ulgii Mongolei Airport","Olgii","Mongolia","ULG","ZMUL"
AIRPORT7469,AIRPORT7469,"Ak Bashat Airport","Taldykorgan","Kazakhstan","TDK","UAAT"
AIRPORT7468,AIRPORT7468,"Inishmaan Aerodrome","Inishmaan","Ireland","IIA","EIMN"
AIRPORT7467,AIRPORT7467,"Selfoss Airport","Selfoss","Iceland",null,"BISF"
AIRPORT7466,AIRPORT7466,"Sauðárkrókur Airport","Saudarkrokur","Iceland","SAK","BIKR"
AIRPORT7465,AIRPORT7465,"Gjögur Airport","Gjogur","Iceland","GJR","BIGJ"
AIRPORT7464,AIRPORT7464,"Bildudalur Airport","Bildudalur","Iceland","BIU","BIBD"
AIRPORT7461,AIRPORT7461,"Ouessant Airport","Ouessant","France",null,"LFEC"
AIRPORT7459,AIRPORT7459,"Lleida-Alguaire Airport","Lleida","Spain","ILD","LEDA"
AIRPORT7456,AIRPORT7456,"Raivavae Airport","Raivavae","French Polynesia","RVV","NTAV"
AIRPORT7455,AIRPORT7455,"Ruhnu Airfield","Ruhnu","Estonia",null,"EERU"
AIRPORT7454,AIRPORT7454,"Kihnu Airfield","Kihnu","Estonia",null,"EEKU"
AIRPORT7453,AIRPORT7453,"Hatay Airport","Hatay","Turkey","HTY","LTDA"
AIRPORT7452,AIRPORT7452,"Ny-Ålesund Airport (Hamnerabben)","Ny-Alesund","Svalbard",null,"ENAS"
AIRPORT7451,AIRPORT7451,"Svea Airport","Sveagruva","Svalbard",null,"ENSA"
AIRPORT7450,AIRPORT7450,"Bugungu Airport","Pakuba","Uganda","PAF","HUPA"
AIRPORT3099,AIRPORT3099,"Jaisalmer Airport","Jaisalmer","India","JSA","VIJR"
AIRPORT3098,AIRPORT3098,"Jaipur International Airport","Jaipur","India","JAI","VIJP"
AIRPORT3097,AIRPORT3097,"Jodhpur Airport","Jodhpur","India","JDH","VIJO"
AIRPORT3096,AIRPORT3096,"Jhansi Airport","Jhansi","India",null,"VIJN"
AIRPORT3095,AIRPORT3095,"Hissar Airport","Hissar","India",null,"VIHR"
AIRPORT3094,AIRPORT3094,"Gwalior Airport","Gwalior","India","GWL","VIGR"
AIRPORT3093,AIRPORT3093,"Indira Gandhi International Airport","Delhi","India","DEL","VIDP"
AIRPORT3092,AIRPORT3092,"Dehradun Airport","Dehra Dun","India","DED","VIDN"
AIRPORT3091,AIRPORT3091,"Safdarjung Airport","Delhi","India",null,"VIDD"
AIRPORT7449,AIRPORT7449,"Kitgum Airport","Kitgum","Uganda",null,"HUKT"
AIRPORT7448,AIRPORT7448,"Kidepo Airport","Kidepo","Uganda",null,"HUKD"
AIRPORT7446,AIRPORT7446,"Wadi Halfa Airport","Wadi Halfa","Sudan","WHF","HSSW"
AIRPORT7443,AIRPORT7443,"Bird Island Airport","Bird Island","Seychelles","BDI","FSSB"
AIRPORT7442,AIRPORT7442,"Ouro Sogui Airport","Matam","Senegal","MAX","GOSM"
AIRPORT3089,AIRPORT3089,"Chandigarh Airport","Chandigarh","India","IXC","VICG"
AIRPORT3087,AIRPORT3087,"Bhiwani Airport","Bhiwani","India",null,"VIBW"
AIRPORT3085,AIRPORT3085,"Kullu Manali Airport","Kulu","India","KUU","VIBR"
AIRPORT3084,AIRPORT3084,"Lal Bahadur Shastri Airport","Varanasi","India","VNS","VIBN"
AIRPORT3082,AIRPORT3082,"Nal Airport","Bikaner","India",null,"VIBK"
AIRPORT3081,AIRPORT3081,"Sri Guru Ram Dass Jee International Airport","Amritsar","India","ATQ","VIAR"
AIRPORT3080,AIRPORT3080,"Allahabad Airport","Allahabad","India","IXD","VIAL"
AIRPORT7437,AIRPORT7437,"Inhaca Airport","Inhaca","Mozambique",null,"FQIA"
AIRPORT10378,AIRPORT10378,"Coondewanna Airport","Coondewanna","Australia","CJF","YCWA"
AIRPORT7432,AIRPORT7432,"Ecuvillens Airport","Ecuvillens","Switzerland",null,"LSGE"
AIRPORT10371,AIRPORT10371,"General WM J Fox Airfield","Lancaster","United States","WJF","KWJF"
AIRPORT10370,AIRPORT10370,"Kadina Airport","Kadina","Australia",null,"YKDI"
AIRPORT3079,AIRPORT3079,"Agra Airport","Agra","India","AGR","VIAG"
AIRPORT3078,AIRPORT3078,"Shek Kong Air Base","Sek Kong","Hong Kong",null,"VHSK"
AIRPORT3077,AIRPORT3077,"Chek Lap Kok International Airport","Hong Kong","Hong Kong","HKG","VHHH"
AIRPORT3076,AIRPORT3076,"Dhaka / Hazrat Shahjalal International Airport","Dhaka","Bangladesh","DAC","VGZR"
AIRPORT3075,AIRPORT3075,"Tejgaon Airport","Dhaka","Bangladesh",null,"VGTJ"
AIRPORT3074,AIRPORT3074,"Osmany International Airport","Sylhet Osmani","Bangladesh","ZYL","VGSY"
AIRPORT3073,AIRPORT3073,"Saidpur Airport","Saidpur","Bangladesh","SPD","VGSD"
AIRPORT3072,AIRPORT3072,"Shah Mokhdum Airport","Rajshahi","Bangladesh","RJH","VGRJ"
AIRPORT3071,AIRPORT3071,"Jessore Airport","Jessore","Bangladesh","JSR","VGJR"
AIRPORT3070,AIRPORT3070,"Ishurdi Airport","Ishurdi","Bangladesh","IRD","VGIS"
AIRPORT7429,AIRPORT7429,"Cape Palmas Airport","Greenville","Liberia","CPA","GLCP"
AIRPORT7428,AIRPORT7428,"Yei Airport","Yei","Sudan",null,"HSYE"
AIRPORT7427,AIRPORT7427,"Rumbek Airport","Rumbek","Sudan","RBX","HSMK"
AIRPORT7426,AIRPORT7426,"Meru Mulika Airport","Meru National Park","Kenya",null,"HKMK"
AIRPORT7424,AIRPORT7424,"Mara Serena Lodge Airstrip","Masai Mara","Kenya","MRE","HKMS"
AIRPORT7423,AIRPORT7423,"Mayumba Airport","Mayumba","Gabon","MYB","FOOY"
AIRPORT7422,AIRPORT7422,"Robe Airport","Goba","Ethiopia","GOB","HAGB"
AIRPORT10363,AIRPORT10363,"Hechi Jinchengjiang Airport","Hechi","China","HCJ","ZGHC"
AIRPORT7421,AIRPORT7421,"Harar Meda Airport","Debre Zeyit","Ethiopia","QHR","HAHM"
AIRPORT7420,AIRPORT7420,"Debre Tabor Airport","Debre Tabor","Ethiopia","DBT","HADT"
AIRPORT10360,AIRPORT10360,"Half Moon Bay Airport","Half Moon Bay","United States","HAF","KHAF"
AIRPORT3069,AIRPORT3069,"Shah Amanat International Airport","Chittagong","Bangladesh","CGP","VGEG"
AIRPORT3068,AIRPORT3068,"Cox's Bazar Airport","Cox's Bazar","Bangladesh","CXB","VGCB"
AIRPORT3067,AIRPORT3067,"Zero Airport","Zero","India",null,"VEZO"
AIRPORT3066,AIRPORT3066,"Vishakhapatnam Airport","Vishakhapatnam","India","VTZ","VEVZ"
AIRPORT3065,AIRPORT3065,"Utkela Airport","Utkela","India",null,"VEUK"
AIRPORT3064,AIRPORT3064,"Rourkela Airport","Rourkela","India","RRK","VERK"
AIRPORT3063,AIRPORT3063,"Birsa Munda Airport","Ranchi","India","IXR","VERC"
AIRPORT3062,AIRPORT3062,"Purnea Airport","Purnea","India",null,"VEPU"
AIRPORT3061,AIRPORT3061,"Lok Nayak Jayaprakash Airport","Patina","India","PAT","VEPT"
AIRPORT7419,AIRPORT7419,"Debra Marcos Airport","Debre Marqos","Ethiopia","DBM","HADM"
AIRPORT7418,AIRPORT7418,"Mekane Selam Airport","Mekane Selam","Ethiopia","MKS","HAMA"
AIRPORT7417,AIRPORT7417,"Wilwal International Airport","Jijiga","Ethiopia","JIJ","HAJJ"
AIRPORT7416,AIRPORT7416,"Awassa Airport","Awasa","Ethiopia","AWA","HALA"
AIRPORT7415,AIRPORT7415,"Eastern WV Regional Airport/Shepherd Field","Martinsburg","United States","MRB","KMRB"
AIRPORT7414,AIRPORT7414,"Shark El Oweinat International Airport","Sharq Al-Owainat","Egypt","GSQ","HEOW"
